"Exp2-Old-Bst2-neg_1" "Exp2-Old-Bst2-neg_2" "Exp2-Old-Bst2-neg_3" "Exp2-Old-Bst2-neg_4" "Exp2-Old-Bst2-pos_1" "Exp2-Old-Bst2-pos_2" "Exp2-Old-Bst2-pos_3" "Exp2-Old-Bst2-pos_4"
"Fitm2" 8 54 0 1 13 37 6 0
"Fiz1" 404 183 280 520 115 211 84 263
"Fjx1" 3 31 126 177 152 42 464 298
"Fkbp10" 0 29 68 0 128 0 99 152
"Fkbp11" 100 17 28 0 23 27 0 0
"Fkbp14" 0 0 135 1 18 147 0 171
"Fkbp15" 113 54 172 18 80 34 40 45
"Fkbp1a" 7000 4207 5752 5462 5182 2429 5843 4789
"Fkbp1b" 0 0 1 0 95 0 0 0
"Fkbp2" 1898 1439 1819 2143 1838 1327 2853 2132
"Fkbp3" 11781 7111 10545 9901 9951 4804 12480 11409
"Fkbp4" 7961 3032 7010 6485 4839 2980 6446 4607
"Fkbp5" 243 258 176 76 103 106 268 236
"Fkbp6" 0 0 0 1 0 0 0 0
"Fkbp7" 543 393 512 1016 682 295 383 871
"Fkbp8" 2624 1463 3400 1764 2961 1378 3084 2655
"Fkbp9" 302 130 522 113 156 127 489 345
"Fkbpl" 66 38 88 43 67 45 135 0
"Fkrp" 7 15 35 0 16 17 79 9
"Fktn" 168 459 562 316 320 169 561 348
"Flad1" 514 316 339 240 304 78 291 576
"Flcn" 2 120 116 192 21 54 120 29
"Flg2" 0 1 1 0 0 0 0 0
"Fli1" 36 72 91 95 1 4 1 8
"Flii" 30 203 186 124 178 95 187 127
"Flna" 767 980 703 711 359 472 435 561
"Flnb" 114 8 25 122 2 49 66 91
"Flnc" 1 0 7 2 4 0 0 0
"Flot1" 335 132 388 443 188 63 459 234
"Flot2" 472 238 281 294 212 197 287 297
"Flrt1" 38 7 4 0 32 24 92 38
"Flrt2" 137 64 147 250 61 117 1 145
"Flrt3" 96 50 175 344 4 21 24 1
"Flt1" 1 0 1 1 1 1 0 0
"Flt3" 0 0 0 1 0 0 0 0
"Flt3l" 0 0 0 0 0 0 0 0
"Flt4" 1 0 0 2 0 0 0 0
"Flywch1" 233 55 238 285 57 119 207 31
"Flywch2" 194 202 321 134 179 94 293 261
"Fmn1" 1 0 1 2 0 2 0 1
"Fmn2" 124 163 295 394 63 114 352 67
"Fmnl1" 0 2 0 0 1 0 50 0
"Fmnl2" 272 283 369 387 296 157 489 401
"Fmnl3" 44 139 61 0 46 30 79 106
"Fmo1" 43 27 1 128 119 3 123 83
"Fmo2" 0 0 1 0 0 0 0 0
"Fmo3" 0 0 0 1 1 0 0 0
"Fmo4" 1 0 3 0 0 0 0 0
"Fmo5" 0 0 0 38 35 0 91 0
"Fmo6" 0 0 0 0 0 0 1 0
"Fmo9" 1 0 1 0 0 0 0 0
"Fmod" 0 0 0 0 0 1 0 0
"Fmr1" 1137 1085 1096 997 1097 1013 1076 634
"Fmr1nb" 0 0 0 0 0 0 0 0
"Fmr1os" 0 0 0 0 0 0 0 0
"Fn1" 151 46 145 99 94 132 135 266
"Fn3k" 1 0 1 0 28 1 0 0
"Fn3krp" 0 0 0 0 0 0 0 1
"Fnbp1" 47 31 84 264 21 171 112 135
"Fnbp1l" 1361 974 944 817 688 471 1003 457
"Fnbp4" 1012 505 916 655 535 578 637 466
"Fnd3c2" 0 0 0 0 3 0 0 0
"Fndc1" 0 0 0 4 0 1 0 2
"Fndc3a" 447 681 557 623 403 262 852 451
"Fndc3b" 47 20 25 16 0 0 1 1
"Fndc3c1" 1 1 20 0 0 0 0 0
"Fndc4" 1531 816 1036 797 1298 704 1431 1516
"Fndc5" 0 1 0 0 0 17 0 1
"Fndc7" 1 0 0 0 0 1 0 0
"Fndc8" 0 0 0 0 0 0 30 0
"Fndc9" 0 0 0 1 0 0 1 0
"Fnip1" 273 433 585 775 422 239 467 326
"Fnip2" 35 24 149 65 7 66 3 3
"Fnta" 1495 574 1523 1743 1463 674 2501 1684
"Fntb" 463 100 102 164 213 169 360 264
"Focad" 202 99 19 225 80 54 37 117
"Folh1" 1 1 0 0 0 0 0 58
"Folr1" 0 0 0 0 0 0 0 0
"Folr2" 0 0 0 0 0 0 0 0
"Fopnl" 4206 2162 3802 4043 3472 1346 4554 4439
"Fos" 17805 11652 22847 15852 11567 6913 6312 13956
"Fosb" 219 458 540 335 247 258 66 497
"Fosl1" 0 0 0 0 0 0 0 0
"Fosl2" 37 0 0 2 0 1 0 0
"Foxa1" 0 0 0 0 0 0 0 0
"Foxa2" 0 0 0 0 0 0 0 1
"Foxa3" 0 0 0 0 0 0 0 0
"Foxb1" 0 1 0 0 1 0 0 0
"Foxb2" 1 0 0 0 0 0 0 0
"Foxc1" 0 1 0 0 0 0 1 35
"Foxc2" 0 0 0 0 0 0 0 0
"Foxd1" 0 0 0 0 0 0 0 0
"Foxd2" 0 0 0 0 0 0 0 0
"Foxd2os" 40 37 0 26 10 0 49 39
"Foxd3" 0 0 0 1 0 1 0 0
"Foxd4" 0 0 0 1 0 0 0 0
"Foxe1" 0 0 0 0 0 0 0 0
"Foxe3" 0 0 0 0 0 0 0 0
"Foxf1" 1 0 0 1 0 0 0 0
"Foxf2" 0 0 0 0 0 0 0 0
"Foxg1" 1905 1152 1836 2111 1167 936 1602 1290
"Foxh1" 0 0 0 0 0 0 0 0
"Foxi1" 0 0 0 0 2 0 1 0
"Foxi2" 1 0 0 0 0 0 0 0
"Foxi3" 0 0 0 0 0 0 0 0
"Foxj1" 0 0 5 16 1 0 1 0
"Foxj2" 186 2 27 168 32 93 35 93
"Foxj3" 237 248 232 133 105 195 16 329
"Foxk1" 49 31 28 48 0 8 116 24
"Foxk2" 282 397 297 270 167 122 456 280
"Foxl1" 0 0 0 0 0 0 0 0
"Foxl2" 0 1 1 5 0 0 0 0
"Foxl2os" 0 0 0 0 0 0 1 0
"Foxm1" 548 190 981 561 359 356 597 234
"Foxn1" 0 0 2 0 0 0 1 2
"Foxn2" 230 62 129 85 57 82 136 123
"Foxn3" 648 261 464 455 486 167 411 562
"Foxn4" 0 1 0 0 0 0 1 0
"Foxo1" 110 253 19 226 183 97 562 228
"Foxo3" 22 6 0 41 0 0 2 0
"Foxo4" 28 2 0 24 24 6 1 7
"Foxo6" 26 70 132 98 16 71 196 53
"Foxp1" 136 415 324 392 275 210 256 575
"Foxp2" 0 0 4 4 6 10 0 50
"Foxp3" 0 0 0 0 1 0 0 0
"Foxp4" 0 2 0 22 16 38 0 0
"Foxq1" 0 0 0 2 1 0 1 11
"Foxr1" 0 0 0 0 0 0 0 2
"Foxr2" 0 0 0 0 43 0 0 0
"Foxred1" 383 269 442 62 351 221 472 381
"Foxred2" 67 49 82 94 91 30 103 44
"Foxs1" 0 0 0 0 0 0 0 0
"Fpgs" 118 15 58 2 208 98 167 243
"Fpgt" 18 18 63 159 289 238 328 35
"Fpr-rs3" 1 0 0 0 0 0 0 0
"Fpr-rs4" 0 0 0 0 0 0 0 0
"Fpr-rs6" 0 0 0 0 0 0 0 0
"Fpr1" 0 0 0 0 0 0 0 0
"Fpr2" 0 0 0 1 0 0 0 0
"Fpr3" 0 0 0 0 0 0 0 0
"Fra10ac1" 835 508 606 888 625 349 885 1322
"Fras1" 17 2 1 0 1 2 43 3
"Frat1" 29 26 19 38 8 0 43 26
"Frat2" 442 47 386 357 108 86 316 245
"Frem1" 11 10 9 0 10 127 14 0
"Frem2" 0 1 0 0 1 1 87 86
"Frem3" 0 0 0 0 1 0 0 1
"Frg1" 3093 1386 2418 3181 2147 1306 3243 3154
"Frk" 0 0 0 0 0 0 0 0
"Frmd3" 0 4 8 0 23 20 17 0
"Frmd4a" 240 157 410 405 245 93 314 331
"Frmd4b" 176 303 561 410 61 118 451 58
"Frmd5" 27 110 28 0 14 16 1 2
"Frmd6" 0 0 12 96 22 1 59 29
"Frmd7" 0 0 3 0 0 0 0 0
"Frmd8" 388 112 140 530 178 159 529 443
"Frmpd1" 2 0 27 5 1 13 2 0
"Frmpd1os" 0 0 0 0 0 0 0 0
"Frmpd3" 63 0 0 0 0 19 0 1
"Frmpd4" 1 0 0 0 0 0 0 0
"Frrs1" 57 0 139 12 1 6 9 1
"Frrs1l" 0 37 30 0 43 11 180 44
"Frs2" 201 207 40 169 70 113 152 274
"Frs3" 47 0 159 69 81 4 5 60
"Frs3os" 0 0 0 0 0 0 0 0
"Fry" 39 3 0 1 13 6 1 44
"Fryl" 260 234 338 297 210 236 434 392
"Frzb" 0 0 0 0 0 1 0 0
"Fsbp" 54 10 45 75 28 22 77 0
"Fscb" 0 0 0 0 0 0 0 0
"Fscn1" 1462 399 1325 1049 389 194 389 521
"Fscn2" 0 1 1 0 0 6 0 0
"Fscn3" 0 0 0 0 0 0 0 0
"Fsd1" 541 5 426 547 357 312 564 443
"Fsd1l" 887 520 933 312 519 398 954 944
"Fsd2" 0 0 1 6 0 1 0 0
"Fshb" 0 0 0 0 1 0 0 0
"Fshr" 0 0 0 0 0 0 3 0
"Fsip1" 53 0 0 0 0 0 0 1
"Fst" 0 1 0 0 0 0 0 0
"Fstl1" 135 263 119 242 214 139 434 139
"Fstl3" 0 0 0 0 0 0 0 0
"Fstl4" 1 0 0 2 0 0 0 0
"Fstl5" 0 0 11 9 1 9 0 56
"Ftcd" 0 0 0 1 0 0 1 0
"Fth1" 15993 10155 12685 17835 14475 8051 21311 19115
"Fthl17" 0 0 0 0 0 0 0 0
"Ftl1" 35050 19805 27284 31036 25231 13261 30434 32500
"Ftmt" 0 0 0 0 0 0 0 0
"Fto" 636 517 722 444 289 486 839 577
"Ftsj1" 793 412 1466 1022 1023 258 1691 1382
"Ftsj2" 254 60 180 297 215 134 135 120
"Ftsj3" 327 832 546 597 101 260 386 391
"Ftx" 289 181 83 284 118 33 174 136
"Fubp1" 4760 3870 4167 3250 2706 2723 4886 3305
"Fubp3" 258 289 365 241 104 163 173 116
"Fuca1" 1039 674 1000 914 955 626 973 1615
"Fuca2" 77 1 0 0 58 0 172 168
"Fuk" 1 33 116 0 1 28 0 96
"Fundc1" 1822 627 920 740 1398 607 2456 1073
"Fundc2" 1210 583 1258 1287 1301 486 1764 1594
"Fuom" 257 143 169 98 256 161 316 518
"Furin" 19 9 0 0 69 2 17 16
"Fus" 427 483 374 357 228 474 373 460
"Fut1" 0 0 0 0 0 0 0 0
"Fut10" 241 104 434 105 274 82 719 214
"Fut11" 160 40 0 253 63 7 39 173
"Fut2" 0 0 1 5 0 0 0 0
"Fut4" 0 0 0 0 0 0 0 0
"Fut4-ps1" 0 0 0 0 0 0 0 0
"Fut7" 0 0 0 0 0 0 0 0
"Fut8" 255 110 296 294 122 90 363 1012
"Fut9" 573 747 598 850 456 402 674 410
"Fuz" 62 84 102 61 85 75 158 145
"Fv1" 134 3 84 36 41 4 8 0
"Fxn" 2083 1463 1846 1989 1590 908 2379 2417
"Fxr1" 830 621 596 523 723 461 929 679
"Fxr2" 73 179 353 218 52 104 312 123
"Fxyd1" 219 201 298 251 907 334 1018 1340
"Fxyd2" 9 0 0 84 19 0 10 48
"Fxyd3" 0 10 0 0 6 1 0 22
"Fxyd4" 0 1 0 0 0 0 0 0
"Fxyd5" 0 0 0 0 0 0 0 199
"Fxyd6" 3333 2013 2886 3920 2602 982 3019 2976
"Fxyd7" 0 0 0 0 0 7 134 21
"Fyb" 0 0 0 0 0 0 2 0
"Fyco1" 118 155 51 1 62 122 259 70
"Fyn" 757 225 901 557 102 221 493 650
"Fyttd1" 1507 903 1690 1641 1184 481 1002 852
"Fzd1" 162 163 6 270 65 51 96 287
"Fzd10" 1 0 0 0 1 0 1 0
"Fzd2" 146 168 279 180 52 223 98 306
"Fzd3" 1240 871 1293 860 604 402 887 523
"Fzd4" 0 0 0 0 90 1 0 0
"Fzd5" 18 22 0 0 34 46 66 353
"Fzd6" 0 0 0 0 9 22 0 64
"Fzd7" 31 23 62 7 97 50 131 44
"Fzd8" 86 88 128 132 0 36 0 0
"Fzd9" 117 0 80 7 84 0 2 60
"Fzr1" 647 380 1470 1115 602 520 789 743
"G0s2" 865 438 674 446 568 235 360 1083
"G2e3" 2352 1229 2924 2648 1034 991 2221 1835
"G3bp1" 2508 1771 3128 1986 1419 1001 2413 2032
"G3bp2" 1795 1418 1641 1209 979 997 1978 876
"G530011O06Rik" 58 191 88 81 39 81 55 26
"G630025P09Rik" 1 0 0 0 10 0 0 0
"G630055G22Rik" 0 0 0 0 0 0 0 0
"G630064G18Rik" 1 0 0 1 0 0 0 0
"G630071F17Rik" 0 0 0 0 0 0 0 0
"G630090E17Rik" 0 0 0 0 0 0 0 0
"G630093K05Rik" 1 0 0 0 0 0 0 0
"G6b" 0 0 0 0 0 0 0 0
"G6bos" 0 0 0 1 0 0 0 0
"G6pc" 0 0 0 0 0 0 0 0
"G6pc2" 0 0 0 0 0 0 0 0
"G6pc3" 243 239 453 146 124 193 174 583
"G6pd2" 3 1 1 0 1 0 1 0
"G6pdx" 958 667 1307 412 419 469 699 692
"G730013B05Rik" 0 0 0 1 0 0 0 0
"Gaa" 33 84 36 154 47 85 355 108
"Gab1" 120 186 255 258 7 22 178 130
"Gab2" 10 86 19 142 145 78 35 8
"Gab3" 0 0 77 5 0 0 41 104
"Gabarap" 4493 2951 4293 4501 4295 1824 5500 4773
"Gabarapl1" 565 199 720 675 542 170 677 460
"Gabarapl2" 2263 1429 2171 1909 1915 1008 2228 2086
"Gabbr1" 225 78 75 192 49 91 70 2
"Gabbr2" 1 0 0 1 0 0 0 0
"Gabpa" 794 498 774 268 511 206 362 368
"Gabpb1" 1116 637 1207 634 428 381 539 487
"Gabpb2" 538 210 196 164 127 100 165 239
"Gabra1" 9 0 0 0 0 1 1 0
"Gabra2" 40 59 42 29 28 40 157 21
"Gabra3" 0 0 0 0 0 0 0 0
"Gabra4" 86 213 15 181 114 140 389 552
"Gabra5" 1 1 0 0 0 0 0 0
"Gabra6" 0 2 0 3 0 0 0 0
"Gabrb1" 0 0 48 114 26 80 334 60
"Gabrb2" 3 4 43 8 76 0 64 51
"Gabrb3" 513 325 93 439 218 142 80 51
"Gabrd" 0 2 0 0 0 0 0 0
"Gabre" 0 0 0 0 0 0 0 0
"Gabrg1" 1 1 51 274 5 33 206 97
"Gabrg2" 154 91 63 144 1 0 52 0
"Gabrg3" 39 16 0 25 75 22 79 17
"Gabrp" 0 0 0 0 0 0 0 0
"Gabrq" 1 0 0 0 0 0 0 1
"Gabrr1" 0 0 0 0 0 0 1 0
"Gabrr2" 1 0 11 0 0 56 0 85
"Gabrr3" 0 0 0 0 0 0 0 0
"Gad1" 351 8 1 379 172 108 46 6
"Gad1os" 10 0 0 0 0 0 35 29
"Gad2" 361 53 197 49 76 24 48 117
"Gadd45a" 200 34 206 217 136 45 154 51
"Gadd45b" 60 46 23 0 18 4 32 101
"Gadd45g" 13945 9881 16205 8262 11337 4452 8595 6574
"Gadd45gip1" 885 522 698 957 960 414 925 1014
"Gadl1" 0 1 0 0 0 0 1 0
"Gak" 295 134 457 108 86 123 99 152
"Gal" 0 0 0 0 0 0 0 0
"Gal3st1" 0 0 0 68 0 0 2 82
"Gal3st2" 0 0 0 0 1 0 0 0
"Gal3st3" 118 0 20 0 7 10 52 0
"Gal3st4" 23 7 15 10 4 4 57 13
"Galc" 145 185 270 310 216 253 403 312
"Gale" 331 55 137 60 90 75 115 235
"Galk1" 392 153 253 107 415 68 687 375
"Galk2" 414 161 296 316 314 220 1 371
"Galm" 75 15 165 0 0 75 333 0
"Galns" 3 2 0 0 1 1 1 0
"Galnt1" 831 744 1539 1075 684 552 1080 811
"Galnt10" 57 39 118 6 14 21 20 6
"Galnt11" 359 165 171 182 248 67 499 168
"Galnt12" 0 1 0 1 0 0 0 0
"Galnt13" 52 16 136 2 17 6 0 0
"Galnt14" 0 1 23 1 1 0 1 0
"Galnt15" 0 0 0 0 0 0 0 0
"Galnt16" 46 152 5 137 68 16 80 12
"Galnt18" 1 1 1 0 0 30 0 1
"Galnt2" 188 402 444 265 204 69 215 287
"Galnt3" 0 0 22 0 0 0 1 0
"Galnt4" 18 0 16 107 128 57 118 65
"Galnt5" 1 0 0 0 1 0 1 1
"Galnt6" 0 1 0 0 0 0 0 0
"Galnt7" 121 46 30 14 82 110 66 219
"Galnt9" 1 0 10 1 0 36 0 0
"Galntl5" 0 0 0 0 1 0 0 1
"Galntl6" 0 2 0 2 0 2 16 0
"Galp" 0 0 0 0 0 0 0 0
"Galr1" 0 3 0 0 0 0 0 1
"Galr2" 0 19 0 1 0 0 0 0
"Galr3" 0 0 0 0 0 0 0 0
"Galt" 96 1 46 96 0 37 135 106
"Gamt" 613 486 373 589 743 349 669 1134
"Gan" 42 49 41 20 2 17 0 1
"Ganab" 440 292 165 281 187 289 170 178
"Ganc" 107 194 123 204 184 72 47 66
"Gap43" 187 104 69 216 13 77 70 120
"Gapdh" 15942 8645 13291 14347 10943 7199 16014 13569
"Gapdhs" 126 69 62 85 86 67 78 124
"Gapt" 0 0 0 0 0 0 0 0
"Gapvd1" 273 292 761 453 321 191 376 634
"Gar1" 606 574 638 711 558 239 760 513
"Garem" 0 49 1 32 5 7 64 0
"Gareml" 24 25 42 193 117 106 355 0
"Garnl3" 1 1 28 3 0 0 1 0
"Gars" 2464 938 2655 1845 736 818 1507 2030
"Gart" 1106 785 721 899 981 1040 1552 626
"Gas1" 745 509 784 782 750 714 1318 1232
"Gas2" 627 199 643 162 384 77 130 376
"Gas2l1" 37 0 16 34 42 0 1 1
"Gas2l2" 0 2 1 0 0 1 0 0
"Gas2l3" 272 89 461 419 223 176 331 157
"Gas5" 6588 6196 6355 6290 5888 3931 7775 7955
"Gas6" 0 0 0 0 0 0 0 151
"Gas7" 42 22 1 1 84 55 76 123
"Gas8" 389 289 600 493 327 277 418 467
"Gast" 0 0 1 0 0 0 0 0
"Gata1" 0 0 0 0 0 1 0 0
"Gata2" 0 0 0 0 0 0 0 0
"Gata3" 0 0 0 0 0 1 0 0
"Gata4" 0 1 0 0 0 1 0 0
"Gata5" 0 0 0 0 0 0 0 0
"Gata5os" 0 0 0 0 0 2 0 0
"Gata6" 0 1 0 0 0 0 0 0
"Gatad1" 425 332 315 256 292 111 340 321
"Gatad2a" 652 560 856 1003 509 345 288 997
"Gatad2b" 124 197 157 223 48 41 83 304
"Gatb" 226 95 281 355 429 274 121 479
"Gatc" 759 499 598 1218 945 251 880 1051
"Gatm" 393 29 166 274 592 117 512 476
"Gatsl2" 44 76 76 53 122 102 208 9
"Gatsl3" 0 0 0 69 0 0 72 0
"Gba" 130 105 222 340 318 94 258 438
"Gba2" 136 166 48 12 43 20 27 31
"Gbas" 426 405 648 870 617 363 971 511
"Gbe1" 598 240 194 49 643 130 471 958
"Gbf1" 476 338 342 489 166 140 346 77
"Gbgt1" 0 0 0 0 0 0 0 1
"Gbp10" 0 0 1 0 0 0 0 0
"Gbp11" 65 0 0 1 0 0 0 60
"Gbp2" 0 0 1 0 217 6 41 152
"Gbp2b" 0 1 0 1 0 0 1 0
"Gbp3" 304 95 76 135 297 52 502 889
"Gbp4" 0 0 0 0 0 43 2 2
"Gbp5" 14 19 1 30 0 0 65 2
"Gbp6" 257 28 97 51 300 20 91 391
"Gbp7" 410 38 58 31 637 203 352 698
"Gbp8" 0 0 0 0 0 0 3 128
"Gbp9" 0 0 0 0 37 0 0 0
"Gbx1" 0 0 0 0 0 0 0 1
"Gbx2" 0 0 0 0 0 0 0 0
"Gc" 0 0 0 0 0 0 1 0
"Gca" 420 325 713 954 811 274 900 1590
"Gcat" 295 179 342 73 165 188 608 473
"Gcc1" 35 68 81 60 41 3 20 2
"Gcc2" 1469 710 853 1023 753 533 714 558
"Gcdh" 178 185 355 312 285 136 541 283
"Gcfc2" 216 55 74 219 91 91 276 133
"Gcg" 0 0 0 0 0 0 0 0
"Gcgr" 1 1 0 0 0 0 0 0
"Gch1" 40 0 26 0 29 6 39 0
"Gchfr" 0 0 13 0 0 16 22 0
"Gck" 43 44 0 1 0 1 0 2
"Gckr" 0 0 53 0 0 0 0 0
"Gclc" 94 165 324 154 227 4 113 172
"Gclm" 933 200 655 571 533 242 864 684
"Gcm1" 1 0 0 1 0 0 0 0
"Gcm2" 0 0 0 0 0 0 3 0
"Gcn1l1" 224 160 225 118 36 61 257 267
"Gcnt1" 0 1 0 0 0 0 0 0
"Gcnt2" 0 0 0 0 24 0 1 0
"Gcnt3" 0 0 0 1 0 0 0 1
"Gcnt4" 0 0 1 0 30 0 3 0
"Gcnt7" 0 0 0 0 0 0 0 0
"Gcsam" 0 0 0 0 2 0 0 0
"Gcsh" 1965 1900 2403 3451 2841 1715 3912 4035
"Gda" 0 2 0 0 0 0 0 0
"Gdap1" 1079 607 631 536 398 174 350 295
"Gdap10" 54 17 67 0 27 37 0 0
"Gdap1l1" 930 348 839 268 851 268 842 331
"Gdap2" 520 165 345 709 0 305 334 370
"Gde1" 1360 689 1566 1405 1416 627 2254 2037
"Gdf1" 0 0 0 0 0 0 0 0
"Gdf10" 0 0 0 0 0 18 0 0
"Gdf11" 0 0 21 0 16 0 1 0
"Gdf15" 0 23 0 0 0 13 0 0
"Gdf2" 1 0 2 1 0 0 0 0
"Gdf3" 0 0 0 0 0 0 0 0
"Gdf5" 0 1 0 0 0 1 1 0
"Gdf6" 1 0 0 1 0 0 3 1
"Gdf7" 0 0 0 0 0 0 0 0
"Gdf9" 152 52 105 435 175 91 59 113
"Gdi1" 3069 1378 2502 1777 1634 819 2782 1516
"Gdi2" 3599 2017 3330 3533 1942 1899 4603 2768
"Gdnf" 2 1 0 2 0 0 0 7
"Gdpd1" 2359 1209 2855 3577 842 816 1730 2748
"Gdpd2" 1 0 0 0 0 0 0 0
"Gdpd3" 34 28 10 0 0 1 0 14
"Gdpd4" 0 0 0 0 0 0 1 0
"Gdpd5" 0 0 0 0 0 0 0 0
"Gdpgp1" 84 67 138 0 39 23 1 2
"Gem" 14 59 155 72 98 152 325 129
"Gemin2" 756 536 661 688 554 382 716 425
"Gemin4" 401 107 14 109 46 137 214 15
"Gemin5" 244 203 127 198 19 58 18 216
"Gemin6" 1075 638 1296 1517 1359 804 1463 1615
"Gemin7" 2036 996 1377 1451 1553 715 1698 1795
"Gemin8" 273 104 244 330 368 241 409 585
"Gen1" 194 77 330 0 50 37 95 103
"Get4" 1546 842 1308 1308 759 630 1527 1073
"Gfap" 0 0 0 0 126 1 0 303
"Gfer" 826 403 794 1041 591 445 941 492
"Gfi1" 0 0 0 1 0 0 0 0
"Gfi1b" 0 0 0 0 0 0 0 0
"Gfm1" 505 168 453 423 353 275 317 1082
"Gfm2" 448 229 136 490 394 154 306 422
"Gfod1" 2 37 1 0 1 0 0 0
"Gfod2" 210 0 391 61 243 117 288 164
"Gfpt1" 182 169 377 372 107 185 208 162
"Gfpt2" 518 107 139 0 816 116 841 480
"Gfra1" 0 1 12 0 109 94 140 257
"Gfra2" 0 0 0 0 0 0 0 109
"Gfra3" 0 0 0 0 0 0 0 0
"Gfra4" 80 22 55 43 65 40 147 36
"Gfral" 0 0 0 0 0 0 0 1
"Gfy" 0 0 1 0 0 0 0 0
"Gga1" 132 191 238 74 47 52 20 270
"Gga2" 385 188 555 297 147 72 133 476
"Gga3" 241 106 157 244 144 26 163 31
"Ggact" 46 59 6 0 45 9 13 61
"Ggct" 81 55 62 54 116 80 62 139
"Ggcx" 75 88 170 82 37 103 241 87
"Ggh" 862 800 1236 1337 1098 578 1251 1702
"Ggn" 2 0 0 0 0 0 0 0
"Ggnbp1" 23 79 21 13 50 23 43 34
"Ggnbp2" 1348 636 2289 1818 1131 952 1828 1477
"Ggnbp2os" 322 132 363 269 273 159 630 334
"Ggps1" 1337 492 831 827 709 268 935 783
"Ggt1" 0 0 0 0 0 0 0 0
"Ggt5" 0 0 0 0 0 0 0 0
"Ggt6" 0 0 0 0 0 0 0 0
"Ggt7" 212 159 177 53 108 22 158 170
"Ggta1" 0 33 0 0 1 1 0 8
"Gh" 0 0 1 0 0 0 0 0
"Ghdc" 0 0 0 54 0 0 55 14
"Ghitm" 3865 1644 3424 3651 3211 1516 4611 4868
"Ghr" 3 0 1 0 60 0 2 0
"Ghrh" 0 0 1 0 0 0 0 0
"Ghrhr" 0 0 0 0 0 0 0 0
"Ghrl" 0 0 0 23 0 0 0 0
"Ghsr" 0 0 0 0 0 0 0 0
"Gid4" 229 230 263 406 256 186 259 447
"Gid8" 614 497 562 532 667 347 385 938
"Gif" 1 0 0 0 0 0 0 0
"Gigyf1" 121 130 100 112 115 115 105 167
"Gigyf2" 286 123 99 236 226 171 86 180
"Gimap1" 0 0 0 0 0 0 0 0
"Gimap3" 3 2 0 0 0 0 1 0
"Gimap4" 0 1 0 0 0 0 0 1
"Gimap5" 0 0 0 1 0 0 0 0
"Gimap6" 0 0 0 0 0 0 0 0
"Gimap7" 0 0 0 1 0 0 0 0
"Gimap8" 0 1 0 0 0 0 0 0
"Gimap9" 0 0 0 0 0 34 0 0
"Gin1" 656 473 489 594 697 236 778 727
"Ginm1" 1138 465 905 552 957 431 1700 1564
"Gins1" 2659 1431 1407 2159 1917 1116 1723 2257
"Gins2" 1732 1154 1220 1197 1154 791 2239 1892
"Gins3" 784 200 636 611 393 246 231 264
"Gins4" 2669 1408 2498 2810 1796 1174 2568 2574
"Gip" 1 0 0 0 0 0 0 0
"Gipc1" 1654 685 999 1394 936 471 1470 1542
"Gipc2" 0 0 24 23 0 0 0 0
"Gipc3" 0 0 0 0 0 0 0 0
"Gipr" 0 0 0 0 0 1 0 0
"Git1" 142 380 61 337 120 287 257 197
"Git2" 162 97 372 283 148 107 122 255
"Gja1" 202 51 292 443 575 535 736 989
"Gja10" 0 0 0 0 0 0 0 0
"Gja3" 0 0 0 0 1 1 0 0
"Gja4" 0 0 0 1 0 0 0 1
"Gja5" 0 0 0 0 0 0 0 0
"Gja6" 0 0 0 0 0 0 0 0
"Gja8" 1 2 1 0 0 1 0 0
"Gjb1" 1 0 0 0 0 0 47 0
"Gjb2" 0 0 1 1 12 3 18 0
"Gjb3" 0 1 5 0 0 6 0 0
"Gjb4" 0 0 0 0 0 0 0 0
"Gjb5" 0 0 0 0 0 0 0 0
"Gjb6" 0 0 0 0 1 0 2 0
"Gjc1" 277 317 250 495 193 141 637 164
"Gjc2" 0 0 0 0 0 0 0 0
"Gjc3" 0 0 2 0 0 1 0 0
"Gjd2" 0 0 0 0 0 0 1 0
"Gjd3" 0 0 0 0 0 0 0 0
"Gjd4" 0 1 1 0 0 0 0 0
"Gje1" 0 0 0 0 0 1 0 0
"Gk2" 0 0 0 0 0 0 0 0
"Gk5" 0 0 98 1 1 6 2 0
"Gkap1" 971 608 685 625 527 385 842 1423
"Gkn1" 0 0 0 0 0 0 0 0
"Gkn2" 0 0 0 0 0 0 0 0
"Gkn3" 0 0 0 0 0 0 0 1
"Gla" 383 133 310 76 87 79 152 500
"Glb1" 135 31 383 326 176 96 143 353
"Glb1l" 10 3 1 138 2 23 89 0
"Glb1l2" 6 8 0 0 0 92 1 2
"Glb1l3" 0 0 0 1 0 0 0 0
"Glcci1" 1052 921 1073 598 197 545 565 282
"Glce" 225 240 137 331 275 161 304 523
"Gldc" 48 218 223 89 241 246 493 296
"Gldn" 0 0 0 4 0 0 1 0
"Gldnos" 0 0 0 0 0 0 0 0
"Gle1" 1063 452 1068 809 650 330 678 651
"Glg1" 324 136 36 210 211 341 139 27
"Gli1" 13 61 2 18 29 45 10 1
"Gli2" 22 25 108 440 36 11 246 236
"Gli3" 227 452 48 132 116 272 531 388
"Glipr1" 1 0 0 0 0 0 1 0
"Glipr1l1" 0 0 0 0 0 0 0 0
"Glipr1l2" 0 0 0 0 0 0 0 0
"Glipr2" 55 17 0 264 18 90 249 209
